municipio_cod,municipio_fato,data_fato,ano,tentado_consumado,qtde_vitimas,feriado
314210,MIRADOURO,2020-02-24,2020,CONSUMADO,1,False
312710,FRUTAL,2020-02-25,2020,TENTADO,1,False
311680,COLUNA,2020-02-26,2020,TENTADO,1,False
310670,BETIM,2020-02-28,2020,TENTADO,1,False
313170,ITABIRA,2020-02-28,2020,TENTADO,1,False
310510,BAMBUI,2020-02-28,2020,CONSUMADO,1,False
315180,POCOS DE CALDAS,2020-02-29,2020,TENTADO,1,False
310670,BETIM,2020-03-01,2020,CONSUMADO,1,False
314950,PEQUERI,2020-03-03,2020,TENTADO,1,False
311995,CORREGO FUNDO,2020-03-03,2020,CONSUMADO,1,False
312980,IBIRITE,2020-03-04,2020,TENTADO,1,False
315670,SABARA,2020-03-05,2020,TENTADO,1,False
311860,CONTAGEM,2020-03-06,2020,TENTADO,1,False
314330,MONTES CLAROS,2020-03-08,2020,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2020-03-09,2020,TENTADO,1,False
316990,UBA,2020-03-11,2020,TENTADO,1,False
317010,UBERABA,2020-03-11,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-03-13,2020,TENTADO,1,False
313760,LAGOA SANTA,2020-03-14,2020,CONSUMADO,1,False
317040,UNAI,2020-03-15,2020,TENTADO,1,False
310870,BRAS PIRES,2020-03-15,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-03-16,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-03-16,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-03-17,2020,CONSUMADO,1,False
316245,SAO JOAO DAS MISSOES,2020-03-19,2020,TENTADO,1,False
315630,RODEIRO,2020-03-20,2020,TENTADO,1,False
311500,CASCALHO RICO,2020-03-21,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-03-23,2020,CONSUMADO,1,False
310370,ARAPONGA,2020-03-29,2020,TENTADO,1,False
315560,RIO PARDO DE MINAS,2020-03-29,2020,CONSUMADO,1,False
317107,VEREDINHA,2020-03-30,2020,TENTADO,1,False
313820,LAVRAS,2020-03-31,2020,TENTADO,1,False
314710,PARA DE MINAS,2020-03-31,2020,CONSUMADO,1,False
312710,FRUTAL,2020-04-03,2020,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2020-04-03,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-04-04,2020,TENTADO,1,False
317010,UBERABA,2020-04-05,2020,TENTADO,1,False
310670,BETIM,2020-04-10,2020,TENTADO,1,True
310450,ARINOS,2020-04-10,2020,CONSUMADO,1,True
316930,TRES CORACOES,2020-04-11,2020,CONSUMADO,1,False
317020,UBERLANDIA,2020-04-11,2020,CONSUMADO,1,False
310940,BURITIZEIRO,2020-04-12,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-04-13,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-04-15,2020,CONSUMADO,1,False
312010,COUTO DE MAGALHAES DE MINAS,2020-04-16,2020,TENTADO,1,False
312770,GOVERNADOR VALADARES,2020-04-16,2020,CONSUMADO,1,False
317010,UBERABA,2020-04-16,2020,CONSUMADO,1,False
310350,ARAGUARI,2020-04-18,2020,TENTADO,1,False
317020,UBERLANDIA,2020-04-18,2020,TENTADO,1,False
311860,CONTAGEM,2020-04-19,2020,TENTADO,1,False
314280,MONTE ALEGRE DE MINAS,2020-04-22,2020,CONSUMADO,1,False
315980,SANTA VITORIA,2020-04-22,2020,CONSUMADO,1,False
314875,PEDRA BONITA,2020-04-25,2020,TENTADO,1,False
311290,CAPUTIRA,2020-04-25,2020,CONSUMADO,1,False
311730,CONCEICAO DAS ALAGOAS,2020-04-25,2020,CONSUMADO,1,False
311830,CONSELHEIRO LAFAIETE,2020-04-26,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-04-27,2020,TENTADO,1,False
312250,DOM CAVATI,2020-04-27,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-04-29,2020,CONSUMADO,1,False
311860,CONTAGEM,2020-04-29,2020,CONSUMADO,1,False
314180,MINAS NOVAS,2020-05-01,2020,TENTADO,1,True
314610,OURO PRETO,2020-05-05,2020,TENTADO,1,False
312450,ESTIVA,2020-05-05,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-05-06,2020,TENTADO,1,False
311750,CONCEICAO DO MATO DENTRO,2020-05-06,2020,CONSUMADO,1,False
311860,CONTAGEM,2020-05-06,2020,CONSUMADO,2,False
313470,JACINTO,2020-05-06,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-05-10,2020,CONSUMADO,1,False
312230,DIVINOPOLIS,2020-05-11,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-05-14,2020,TENTADO,1,False
314330,MONTES CLAROS,2020-05-14,2020,CONSUMADO,1,False
315690,SACRAMENTO,2020-05-15,2020,TENTADO,1,False
317020,UBERLANDIA,2020-05-16,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-05-17,2020,TENTADO,1,False
312040,CRISTIANO OTONI,2020-05-20,2020,CONSUMADO,1,False
312950,IBIA,2020-05-22,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-05-23,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-05-24,2020,TENTADO,1,False
316720,SETE LAGOAS,2020-05-24,2020,TENTADO,1,False
316935,TRES MARIAS,2020-05-24,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-05-27,2020,TENTADO,1,False
317200,VISCONDE DO RIO BRANCO,2020-05-29,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-06-04,2020,TENTADO,1,False
311860,CONTAGEM,2020-06-04,2020,TENTADO,1,False
313420,ITUIUTABA,2020-06-04,2020,TENTADO,1,False
315250,POUSO ALEGRE,2020-06-04,2020,CONSUMADO,1,False
310375,ARAPORA,2020-06-06,2020,TENTADO,1,False
314970,PERDIGAO,2020-06-06,2020,TENTADO,1,False
310350,ARAGUARI,2020-06-06,2020,CONSUMADO,1,False
314630,PADRE PARAISO,2020-06-09,2020,TENTADO,1,False
316470,SAO SEBASTIAO PARAISO,2020-06-09,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-06-10,2020,TENTADO,1,False
313670,JUIZ DE FORA,2020-06-11,2020,CONSUMADO,1,False
317010,UBERABA,2020-06-11,2020,CONSUMADO,1,False
310375,ARAPORA,2020-06-13,2020,TENTADO,1,False
310600,BELA VISTA DE MINAS,2020-06-13,2020,CONSUMADO,1,False
314330,MONTES CLAROS,2020-06-13,2020,CONSUMADO,1,False
313440,ITURAMA,2020-06-16,2020,TENTADO,2,False
313020,IGARATINGA,2020-06-16,2020,CONSUMADO,1,False
312840,GUARANI,2020-06-17,2020,TENTADO,1,False
314170,MESQUITA,2020-06-18,2020,TENTADO,1,False
311830,CONSELHEIRO LAFAIETE,2020-06-18,2020,CONSUMADO,1,False
312410,ESMERALDAS,2020-06-18,2020,CONSUMADO,1,False
314140,MEDINA,2020-06-18,2020,CONSUMADO,1,False
312090,CURVELO,2020-06-19,2020,CONSUMADO,1,False
311860,CONTAGEM,2020-06-23,2020,TENTADO,1,False
311430,CARMO DO PARANAIBA,2020-06-24,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-06-25,2020,CONSUMADO,1,False
314710,PARA DE MINAS,2020-06-27,2020,CONSUMADO,1,False
313130,IPATINGA,2020-06-28,2020,TENTADO,1,False
314330,MONTES CLAROS,2020-06-28,2020,TENTADO,1,False
310710,BOA ESPERANCA,2020-07-01,2020,CONSUMADO,1,False
314310,MONTE CARMELO,2020-07-02,2020,CONSUMADO,1,False
312130,DESCOBERTO,2020-07-03,2020,CONSUMADO,1,False
310630,BELO ORIENTE,2020-07-04,2020,CONSUMADO,1,False
311860,CONTAGEM,2020-07-06,2020,CONSUMADO,1,False
314810,PATROCINIO,2020-07-07,2020,CONSUMADO,1,False
312770,GOVERNADOR VALADARES,2020-07-09,2020,CONSUMADO,1,False
313900,MACHADO,2020-07-11,2020,CONSUMADO,1,False
312695,FREI LAGONEGRO,2020-07-12,2020,TENTADO,1,False
310560,BARBACENA,2020-07-14,2020,TENTADO,1,False
311910,CORINTO,2020-07-15,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-07-15,2020,CONSUMADO,1,False
313210,ITACARAMBI,2020-07-18,2020,CONSUMADO,1,False
316870,TIMOTEO,2020-07-19,2020,CONSUMADO,1,False
317010,UBERABA,2020-07-19,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-07-22,2020,TENTADO,1,False
317020,UBERLANDIA,2020-07-23,2020,TENTADO,1,False
315780,SANTA LUZIA,2020-07-24,2020,CONSUMADO,1,False
315780,SANTA LUZIA,2020-07-26,2020,CONSUMADO,1,False
314740,PARAOPEBA,2020-07-28,2020,CONSUMADO,1,False
312245,DIVISOPOLIS,2020-07-29,2020,TENTADO,1,False
312710,FRUTAL,2020-07-30,2020,TENTADO,1,False
316070,SANTOS DUMONT,2020-07-31,2020,CONSUMADO,1,False
314140,MEDINA,2020-08-01,2020,CONSUMADO,1,False
312260,DOM JOAQUIM,2020-08-04,2020,CONSUMADO,1,False
312245,DIVISOPOLIS,2020-08-05,2020,TENTADO,1,False
312230,DIVINOPOLIS,2020-08-05,2020,CONSUMADO,1,False
311420,CARMO DO CAJURU,2020-08-06,2020,TENTADO,1,False
312710,FRUTAL,2020-08-06,2020,CONSUMADO,1,False
313240,ITAJUBA,2020-08-07,2020,CONSUMADO,1,False
316620,SENHORA DOS REMEDIOS,2020-08-08,2020,CONSUMADO,1,False
314330,MONTES CLAROS,2020-08-10,2020,CONSUMADO,1,False
314520,NOVA SERRANA,2020-08-10,2020,CONSUMADO,1,False
311340,CARATINGA,2020-08-12,2020,TENTADO,1,False
311420,CARMO DO CAJURU,2020-08-12,2020,CONSUMADO,1,False
311860,CONTAGEM,2020-08-13,2020,CONSUMADO,1,False
312595,FERVEDOURO,2020-08-16,2020,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2020-08-18,2020,TENTADO,1,False
317080,VARZEA DA PALMA,2020-08-18,2020,CONSUMADO,1,False
310670,BETIM,2020-08-19,2020,TENTADO,1,False
316720,SETE LAGOAS,2020-08-23,2020,TENTADO,1,False
313810,LASSANCE,2020-08-25,2020,CONSUMADO,1,False
317190,VIRGOLANDIA,2020-08-27,2020,TENTADO,1,False
315895,SANTANA DO PARAISO,2020-08-27,2020,CONSUMADO,1,False
316940,TRES PONTAS,2020-08-29,2020,TENTADO,1,False
313050,ILICINEA,2020-08-29,2020,CONSUMADO,1,False
315430,RESPLENDOR,2020-08-29,2020,CONSUMADO,1,False
311940,CORONEL FABRICIANO,2020-08-30,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-08-31,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-09-01,2020,TENTADO,2,False
315460,RIBEIRAO DAS NEVES,2020-09-03,2020,TENTADO,1,False
310450,ARINOS,2020-09-04,2020,CONSUMADO,1,False
313910,MADRE DE DEUS DE MINAS,2020-09-05,2020,TENTADO,1,False
316720,SETE LAGOAS,2020-09-05,2020,TENTADO,1,False
317020,UBERLANDIA,2020-09-05,2020,TENTADO,1,False
310110,AIMORES,2020-09-06,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-09-06,2020,TENTADO,1,False
311230,CAPELINHA,2020-09-07,2020,TENTADO,1,True
316255,SAO JOAO DO MANHUACU,2020-09-09,2020,TENTADO,1,False
313630,JOAO PINHEIRO,2020-09-12,2020,TENTADO,1,False
315210,PONTE NOVA,2020-09-12,2020,TENTADO,1,False
313310,ITANHANDU,2020-09-12,2020,CONSUMADO,1,False
316940,TRES PONTAS,2020-09-14,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-09-15,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-09-16,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-09-16,2020,CONSUMADO,1,False
312430,ESPINOSA,2020-09-18,2020,TENTADO,1,False
317040,UNAI,2020-09-18,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-09-19,2020,TENTADO,1,False
311910,CORINTO,2020-09-19,2020,CONSUMADO,1,False
312980,IBIRITE,2020-09-20,2020,TENTADO,1,False
313510,JANAUBA,2020-09-20,2020,TENTADO,1,False
310560,BARBACENA,2020-09-20,2020,CONSUMADO,1,False
310350,ARAGUARI,2020-09-21,2020,TENTADO,1,False
313130,IPATINGA,2020-09-21,2020,TENTADO,1,False
310150,ALEM PARAIBA,2020-09-21,2020,CONSUMADO,1,False
314460,NEPOMUCENO,2020-09-22,2020,TENTADO,1,False
316280,SAO JOAO EVANGELISTA,2020-09-26,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-09-27,2020,TENTADO,1,False
313570,JEQUITIBA,2020-09-27,2020,TENTADO,1,False
313670,JUIZ DE FORA,2020-09-27,2020,CONSUMADO,1,False
311860,CONTAGEM,2020-09-30,2020,TENTADO,1,False
313670,JUIZ DE FORA,2020-10-01,2020,CONSUMADO,1,False
310290,ANTONIO CARLOS,2020-10-02,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-10-02,2020,CONSUMADO,1,False
310260,ANDRADAS,2020-10-03,2020,TENTADO,1,False
311860,CONTAGEM,2020-10-05,2020,TENTADO,1,False
310860,BRASILIA DE MINAS,2020-10-06,2020,TENTADO,1,False
312090,CURVELO,2020-10-07,2020,TENTADO,1,False
312705,FRONTEIRA DOS VALES,2020-10-07,2020,CONSUMADO,1,False
312750,GONZAGA,2020-10-07,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-10-09,2020,CONSUMADO,2,False
313010,IGARAPE,2020-10-10,2020,TENTADO,1,False
310490,BAEPENDI,2020-10-10,2020,CONSUMADO,1,False
312230,DIVINOPOLIS,2020-10-10,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-10-12,2020,TENTADO,1,True
310620,BELO HORIZONTE,2020-10-14,2020,TENTADO,1,False
311340,CARATINGA,2020-10-14,2020,TENTADO,1,False
313505,JAIBA,2020-10-14,2020,TENTADO,2,False
313010,IGARAPE,2020-10-14,2020,CONSUMADO,1,False
315460,RIBEIRAO DAS NEVES,2020-10-16,2020,TENTADO,1,False
312980,IBIRITE,2020-10-18,2020,TENTADO,1,False
310530,BANDEIRA DO SUL,2020-10-18,2020,CONSUMADO,1,False
311860,CONTAGEM,2020-10-21,2020,CONSUMADO,1,False
311050,CAMANDUCAIA,2020-10-25,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-10-25,2020,CONSUMADO,1,False
315460,RIBEIRAO DAS NEVES,2020-10-27,2020,TENTADO,1,False
317010,UBERABA,2020-10-27,2020,CONSUMADO,1,False
311780,CONCEICAO DOS OUROS,2020-10-30,2020,CONSUMADO,1,False
310670,BETIM,2020-10-31,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-11-02,2020,CONSUMADO,1,True
314810,PATROCINIO,2020-11-08,2020,TENTADO,1,False
315890,SANTANA DO MANHUACU,2020-11-08,2020,TENTADO,1,False
310140,ALBERTINA,2020-11-09,2020,TENTADO,1,False
312980,IBIRITE,2020-11-09,2020,TENTADO,2,False
313665,JUATUBA,2020-11-09,2020,TENTADO,1,False
310140,ALBERTINA,2020-11-09,2020,CONSUMADO,1,False
311710,CONCEICAO DA APARECIDA,2020-11-10,2020,CONSUMADO,1,False
313900,MACHADO,2020-11-11,2020,TENTADO,1,False
310730,BOCAIUVA,2020-11-12,2020,TENTADO,1,False
310800,BOM SUCESSO,2020-11-13,2020,CONSUMADO,1,False
313040,IJACI,2020-11-14,2020,TENTADO,1,False
316860,TEOFILO OTONI,2020-11-14,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-11-15,2020,TENTADO,1,True
312800,GUANHAES,2020-11-15,2020,CONSUMADO,1,True
313950,MANHUMIRIM,2020-11-16,2020,CONSUMADO,1,False
310710,BOA ESPERANCA,2020-11-20,2020,CONSUMADO,1,False
315460,RIBEIRAO DAS NEVES,2020-11-22,2020,TENTADO,2,False
316490,SAO SEBASTIAO DO RIO VERDE,2020-11-22,2020,CONSUMADO,1,False
315120,PIRAPORA,2020-11-23,2020,TENTADO,1,False
312800,GUANHAES,2020-11-25,2020,TENTADO,1,False
310620,BELO HORIZONTE,2020-11-26,2020,TENTADO,1,False
311080,CAMPANARIO,2020-11-26,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-11-28,2020,TENTADO,1,False
311340,CARATINGA,2020-11-28,2020,CONSUMADO,1,False
316370,SAO LOURENCO,2020-11-28,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-11-29,2020,TENTADO,1,False
311250,CAPIM BRANCO,2020-11-30,2020,TENTADO,1,False
310840,BOTELHOS,2020-11-30,2020,CONSUMADO,1,False
311547,CATUTI,2020-12-01,2020,TENTADO,1,False
313240,ITAJUBA,2020-12-01,2020,TENTADO,1,False
316610,SENHORA DO PORTO,2020-12-04,2020,CONSUMADO,1,False
310840,BOTELHOS,2020-12-06,2020,TENTADO,1,False
313920,MALACACHETA,2020-12-06,2020,TENTADO,1,False
313510,JANAUBA,2020-12-06,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-12-07,2020,TENTADO,1,False
314780,PASSA VINTE,2020-12-09,2020,TENTADO,1,False
310220,ALVARENGA,2020-12-10,2020,CONSUMADO,1,False
311450,CARMOPOLIS DE MINAS,2020-12-12,2020,TENTADO,1,False
312270,DOM SILVERIO,2020-12-13,2020,CONSUMADO,1,False
311120,CAMPO BELO,2020-12-15,2020,TENTADO,1,False
314520,NOVA SERRANA,2020-12-16,2020,CONSUMADO,1,False
313250,ITAMARANDIBA,2020-12-17,2020,TENTADO,1,False
310630,BELO ORIENTE,2020-12-17,2020,CONSUMADO,1,False
313380,ITAUNA,2020-12-19,2020,CONSUMADO,1,False
310620,BELO HORIZONTE,2020-12-20,2020,TENTADO,1,False
311110,CAMPINA VERDE,2020-12-20,2020,CONSUMADO,1,False
311800,CONGONHAS,2020-12-21,2020,TENTADO,1,False
313670,JUIZ DE FORA,2020-12-22,2020,TENTADO,1,False
316295,SAO JOSE DA LAPA,2020-12-22,2020,CONSUMADO,1,False
315250,POUSO ALEGRE,2020-12-24,2020,TENTADO,1,False
314350,MORADA NOVA DE MINAS,2020-12-24,2020,CONSUMADO,1,False
314790,PASSOS,2020-12-24,2020,CONSUMADO,1,False
314180,MINAS NOVAS,2020-12-25,2020,TENTADO,1,True
312400,ERVALIA,2020-12-25,2020,CONSUMADO,1,True
316930,TRES CORACOES,2020-12-28,2020,CONSUMADO,1,False
313330,ITAOBIM,2020-12-29,2020,CONSUMADO,1,False
313115,IPABA,2020-12-30,2020,CONSUMADO,1,False
310340,ARACUAI,2020-12-31,2020,CONSUMADO,1,False
310060,AGUA BOA,2021-07-25,2021,TENTADO,1,False
310110,AIMORES,2021-08-15,2021,TENTADO,1,False
310160,ALFENAS,2021-02-08,2021,TENTADO,1,False
310160,ALFENAS,2021-11-14,2021,TENTADO,1,False
310160,ALFENAS,2021-11-21,2021,TENTADO,1,False
310220,ALVARENGA,2021-09-18,2021,TENTADO,1,False
310260,ANDRADAS,2021-10-16,2021,TENTADO,1,False
310350,ARAGUARI,2021-01-18,2021,TENTADO,1,False
310350,ARAGUARI,2021-07-29,2021,TENTADO,1,False
310390,ARAUJOS,2021-10-25,2021,TENTADO,1,False
310450,ARINOS,2021-03-20,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-01-21,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-02-13,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-03-13,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-03-27,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-04-26,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-05-10,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-05-20,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-06-05,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-06-06,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-06-29,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-08-02,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-08-09,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-08-21,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-08-31,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-09-01,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-09-09,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-10-17,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-10-19,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-11-07,2021,TENTADO,2,False
310620,BELO HORIZONTE,2021-11-14,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-11-17,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-12-08,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-12-11,2021,TENTADO,1,False
310620,BELO HORIZONTE,2021-12-20,2021,TENTADO,1,False
310630,BELO ORIENTE,2021-10-03,2021,TENTADO,1,False
310665,BERIZAL,2021-03-24,2021,TENTADO,1,False
310670,BETIM,2021-03-14,2021,TENTADO,1,False
310670,BETIM,2021-05-15,2021,TENTADO,1,False
310670,BETIM,2021-08-25,2021,TENTADO,1,False
310670,BETIM,2021-10-02,2021,TENTADO,1,False
310730,BOCAIUVA,2021-04-12,2021,TENTADO,1,False
310790,BOM REPOUSO,2021-01-22,2021,TENTADO,1,False
310930,BURITIS,2021-07-06,2021,TENTADO,1,False
311110,CAMPINA VERDE,2021-05-21,2021,TENTADO,1,False
311120,CAMPO BELO,2021-08-28,2021,TENTADO,1,False
311130,CAMPO DO MEIO,2021-02-02,2021,TENTADO,1,False
311580,CENTRALINA,2021-04-20,2021,TENTADO,1,False
311840,CONSELHEIRO PENA,2021-08-13,2021,TENTADO,1,False
311860,CONTAGEM,2021-01-01,2021,TENTADO,1,True
311860,CONTAGEM,2021-01-29,2021,TENTADO,1,False
311860,CONTAGEM,2021-02-18,2021,TENTADO,1,False
311860,CONTAGEM,2021-02-25,2021,TENTADO,1,False
311860,CONTAGEM,2021-02-27,2021,TENTADO,1,False
311860,CONTAGEM,2021-03-02,2021,TENTADO,1,False
311860,CONTAGEM,2021-04-03,2021,TENTADO,1,False
311860,CONTAGEM,2021-05-01,2021,TENTADO,1,True
311860,CONTAGEM,2021-07-10,2021,TENTADO,1,False
311860,CONTAGEM,2021-09-25,2021,TENTADO,1,False
311860,CONTAGEM,2021-10-11,2021,TENTADO,1,False
311860,CONTAGEM,2021-10-19,2021,TENTADO,1,False
311860,CONTAGEM,2021-12-01,2021,TENTADO,1,False
311880,CORACAO DE JESUS,2021-05-02,2021,TENTADO,1,False
311930,COROMANDEL,2021-08-09,2021,TENTADO,1,False
311940,CORONEL FABRICIANO,2021-09-12,2021,TENTADO,1,False
312160,DIAMANTINA,2021-04-19,2021,TENTADO,1,False
312160,DIAMANTINA,2021-09-16,2021,TENTADO,1,False
312160,DIAMANTINA,2021-12-05,2021,TENTADO,1,False
312160,DIAMANTINA,2021-12-25,2021,TENTADO,1,True
312230,DIVINOPOLIS,2021-01-02,2021,TENTADO,1,False
312330,DORES DO TURVO,2021-03-29,2021,TENTADO,2,False
312410,ESMERALDAS,2021-04-28,2021,TENTADO,1,False
312410,ESMERALDAS,2021-11-12,2021,TENTADO,1,False
312710,FRUTAL,2021-04-07,2021,TENTADO,1,False
312770,GOVERNADOR VALADARES,2021-03-24,2021,TENTADO,1,False
312770,GOVERNADOR VALADARES,2021-04-13,2021,TENTADO,1,False
312980,IBIRITE,2021-05-30,2021,TENTADO,1,False
313130,IPATINGA,2021-02-05,2021,TENTADO,1,False
313130,IPATINGA,2021-03-29,2021,TENTADO,1,False
313130,IPATINGA,2021-10-12,2021,TENTADO,1,True
313170,ITABIRA,2021-10-10,2021,TENTADO,1,False
313190,ITABIRITO,2021-12-19,2021,TENTADO,1,False
313260,ITAMARATI DE MINAS,2021-08-29,2021,TENTADO,1,False
313360,ITAPEVA,2021-01-25,2021,TENTADO,1,False
313370,ITATIAIUCU,2021-01-18,2021,TENTADO,1,False
313380,ITAUNA,2021-05-10,2021,TENTADO,1,False
313420,ITUIUTABA,2021-01-05,2021,TENTADO,1,False
313420,ITUIUTABA,2021-11-10,2021,TENTADO,1,False
313420,ITUIUTABA,2021-11-14,2021,TENTADO,1,False
313430,ITUMIRIM,2021-09-24,2021,TENTADO,1,False
313430,ITUMIRIM,2021-10-12,2021,TENTADO,1,True
313440,ITURAMA,2021-12-17,2021,TENTADO,1,False
313480,JACUI,2021-12-04,2021,TENTADO,1,False
313510,JANAUBA,2021-05-22,2021,TENTADO,1,False
313520,JANUARIA,2021-05-02,2021,TENTADO,1,False
313670,JUIZ DE FORA,2021-08-07,2021,TENTADO,1,False
313670,JUIZ DE FORA,2021-10-26,2021,TENTADO,1,False
313670,JUIZ DE FORA,2021-10-30,2021,TENTADO,1,False
313710,LAGAMAR,2021-04-28,2021,TENTADO,1,False
313750,LAGOA FORMOSA,2021-12-07,2021,TENTADO,1,False
313760,LAGOA SANTA,2021-09-11,2021,TENTADO,1,False
313890,MACHACALIS,2021-12-11,2021,TENTADO,1,False
313920,MALACACHETA,2021-05-05,2021,TENTADO,1,False
313940,MANHUACU,2021-03-02,2021,TENTADO,1,False
313980,MAR DE ESPANHA,2021-12-26,2021,TENTADO,1,False
314015,MARIO CAMPOS,2021-02-05,2021,TENTADO,1,False
314050,MARTINHO CAMPOS,2021-12-19,2021,TENTADO,1,False
314070,MATEUS LEME,2021-03-22,2021,TENTADO,2,False
314080,MATIAS BARBOSA,2021-10-19,2021,TENTADO,1,False
314100,MATO VERDE,2021-12-11,2021,TENTADO,1,False
314280,MONTE ALEGRE DE MINAS,2021-03-19,2021,TENTADO,1,False
314310,MONTE CARMELO,2021-08-10,2021,TENTADO,1,False
314330,MONTES CLAROS,2021-04-16,2021,TENTADO,1,False
314330,MONTES CLAROS,2021-08-08,2021,TENTADO,1,False
314330,MONTES CLAROS,2021-12-15,2021,TENTADO,1,False
314390,MURIAE,2021-08-15,2021,TENTADO,1,False
314480,NOVA LIMA,2021-05-19,2021,TENTADO,1,False
314610,OURO PRETO,2021-05-31,2021,TENTADO,1,False
314620,OURO VERDE DE MINAS,2021-08-11,2021,TENTADO,1,False
314620,OURO VERDE DE MINAS,2021-09-30,2021,TENTADO,1,False
314690,PAPAGAIOS,2021-07-31,2021,TENTADO,1,False
314800,PATOS DE MINAS,2021-03-09,2021,TENTADO,1,False
314800,PATOS DE MINAS,2021-05-23,2021,TENTADO,2,False
314800,PATOS DE MINAS,2021-06-05,2021,TENTADO,1,False
314810,PATROCINIO,2021-10-10,2021,TENTADO,1,False
314990,PERDOES,2021-02-14,2021,TENTADO,1,False
315120,PIRAPORA,2021-12-23,2021,TENTADO,1,False
315180,POCOS DE CALDAS,2021-03-13,2021,TENTADO,1,False
315180,POCOS DE CALDAS,2021-12-11,2021,TENTADO,1,False
315250,POUSO ALEGRE,2021-07-05,2021,TENTADO,1,False
315270,PRADOS,2021-02-22,2021,TENTADO,1,False
315445,RIACHINHO,2021-10-12,2021,TENTADO,1,True
315460,RIBEIRAO DAS NEVES,2021-01-31,2021,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2021-02-27,2021,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2021-03-21,2021,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2021-04-06,2021,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2021-05-29,2021,TENTADO,1,False
315460,RIBEIRAO DAS NEVES,2021-08-10,2021,TENTADO,1,False
